Casing_pressure,Tubing_pressure,Gas_production,Water_production,Water_gas_ratio,PI
6.18,5.11,9.98,3,0.3,0
5.03,5.03,10.01,3,0.3,0
9.21,5.27,9.62,3,0.31,0
6.2,5.19,9.4,3,0.32,0
6.18,5.13,9.56,3,0.31,0
6.17,5.19,9.66,3,0.31,0
6.22,5.31,9.01,2,0.22,0
6.2,5.26,9.53,2,0.21,0
6.19,5.24,9.54,3,0.31,0
6.18,5.21,9.47,3,0.32,0
6.2,5.28,9.14,3,0.33,0
6.17,5.2,9.48,3,0.32,0
6.22,5.43,8.77,2,0.23,0
6.17,5.15,8.85,2,0.23,0
6.15,5.16,9.55,3,0.31,0
6.14,5.17,9.44,3,0.32,0
6.14,5.19,9.2,3,0.33,0
6.14,5.21,9.19,3,0.33,0
6.17,5.18,9.24,3,0.32,0
6.14,5.18,9.02,2,0.22,0
6.14,5.22,9.11,3,0.33,0
6.1,5.08,9.07,3,0.33,0
6.16,5.37,8.6,3,0.35,0
6.16,5.35,8.41,2,0.24,0
6.16,5.31,8.4,2,0.24,0
6.15,5.29,8.27,3,0.36,0
6.17,5.35,7.56,3,0.4,0
6.12,5.15,11.38,3,0.26,0
6.2,5.43,13.61,4,0.29,0
6.2,5.41,13.22,4,0.3,0
6.2,5.46,13.08,3,0.23,0
6.29,5.66,13.02,3,0.23,0
6.5,5.5,13.09,3,0.23,0
6.22,5.42,13.11,4,0.31,0
6.2,5.47,13.13,3,0.23,0
6.22,5.47,12.88,3,0.23,0
6.19,5.37,13.1,4,0.31,0
6.19,5.38,13.03,4,0.31,0
6.18,5.4,13.1,4,0.31,0
6.14,5.27,13.1,4,0.31,0
6.14,5.29,13.06,4,0.31,0
6.14,5.31,13.19,4,0.3,0
6.14,5.35,12.99,4,0.31,0
6.15,5.36,13.02,4,0.31,0
6.15,5.4,12.96,4,0.31,0
6.14,5.38,12.91,4,0.31,0
6.11,5.24,12.98,4,0.31,0
6.09,5.22,12.98,4,0.31,0
6.08,5.25,12.96,4,0.31,0
6.06,5.21,12.94,4,0.31,0
6.08,5.3,12.91,4,0.31,0
6.09,5.31,12.98,4,0.31,0
6.08,5.3,12.92,4,0.31,0
6.09,5.38,13.92,4,0.29,0
6.12,5.44,13.24,4,0.3,0
6.15,5.51,13.45,4,0.3,0
6.15,5.49,13.28,4,0.3,0
6.13,5.44,13.54,4,0.3,0
6.13,5.45,13.45,4,0.3,0
6.08,5.22,12.05,4,0.33,0
6.14,5.48,13.38,4,0.3,0
6.05,5.16,13.94,4,0.29,0
6.04,5.21,13.93,4,0.29,0
6.03,5.23,13.83,4,0.29,0
6.03,5.22,13.64,4,0.29,0
6.07,5.47,11.2,4,0.36,0
6.09,5.5,13.26,4,0.3,0
6.07,5.43,13.25,4,0.3,0
6.04,5.29,13.41,4,0.3,0
5.96,5.1,12.04,4,0.33,0
5.99,5.22,11.22,4,0.36,0
6.03,5.32,12.96,3,0.23,0
6.05,5.38,10.98,4,0.36,0
6.04,5.32,12.95,4,0.31,0
6.05,5.35,12.95,4,0.31,0
6.08,5.43,12.94,4,0.31,0
6.27,5.75,12.5,3,0.24,0
5.73,5.22,1.13,3,2.66,0
6.79,5.22,9.93,4,0.4,0
7.01,5.75,9.19,3,0.33,0
6.42,5.86,8.99,4,0.44,0
6.4,5.9,9.97,3,0.3,0
6.45,6.06,12.5,3,0.24,0
6.39,5.93,12.57,4,0.32,7
6.79,5.88,11.13,3,0.27,0
6.6,5.88,10.87,4,0.37,0
6.19,5.73,9.9,4,0.4,0
6.44,5.58,9.94,3,0.3,0
6.4,5.61,9.68,2,0.21,0
6.36,5.58,9.39,2,0.21,0
6.35,5.7,8.69,2,0.23,0
6.58,6.18,7.57,3,0.4,0
6.6,6.17,6.51,2,0.31,0
6.6,6.17,6.72,2,0.3,0
6.64,6.21,6.41,2,0.31,0
6.64,6.21,6.59,3,0.46,0
6.04,6.17,6.55,4,0.61,0
6.64,6.2,6.59,4,0.61,0
6.62,6.15,6.53,4,0.61,0
6.63,6.18,6.68,4,0.6,0
6.65,6.18,6.58,4,0.61,0
6.65,6.18,6.5,4,0.62,0
6.68,6.18,6.37,4,0.63,0
6.48,5.92,8.17,4,0.49,0
6.46,5.9,8.06,4,0.5,0
6.41,5.88,8.05,4,0.5,0
6.39,5.85,7.83,4,0.51,0
6.27,5.81,7.79,4,0.51,0
6.39,5.84,7.52,4,0.53,0
6.43,5.89,7.36,4,0.54,0
6.42,5.82,7.43,4,0.54,0
6.39,5.8,7.43,4,0.54,0
6.39,5.78,7.3,4,0.55,0
6.39,5.78,7.34,4,0.54,0
6.4,5.84,7.06,4,0.57,0
6.39,5.81,7.2,4,0.56,0
6.41,5.85,6.97,4,0.57,0
6.39,5.81,7.08,4,0.56,0
6.37,5.79,7.22,4,0.55,0
6.38,5.83,7.07,4,0.57,0
6.39,5.85,7,4,0.57,0
6.37,5.81,7.12,4,0.56,0
6.38,5.85,6.96,4,0.57,0
6.39,5.86,6.68,4,0.6,0
6.4,5.87,6.73,4,0.59,0
6.39,5.85,6.6,4,0.61,0
6.31,5.65,7.44,4,0.54,0
6.29,5.65,7.52,4,0.53,0
6.27,5.6,7.57,4,0.53,0
6.26,5.61,7.45,4,0.54,0
6.33,5.82,7.22,4,0.55,0
6.33,5.78,6.56,4,0.61,0
6.25,5.57,7.28,4,0.55,0
6.25,5.5,7.28,6,0.82,0
6.28,5.52,5.72,6,1.05,0
6.24,5.59,7.14,7,0.98,0
6.22,5.53,5.7,4,0.7,0
6.23,5.62,4.97,4,0.81,0
6.23,5.65,4.49,4,0.89,0
6.31,5.74,5.68,6,1.06,0
6.32,5.73,6.13,5,0.82,0
6.52,5.66,6.13,4,0.65,0
6.63,5.67,5.18,5,0.97,0
6.57,5.75,4.61,6,1.3,0
6.92,5.67,3.47,4,1.15,2
6.46,5.88,8.23,4,0.49,0
6.42,5.87,7.38,4,0.54,0
6.59,5.81,6,4,0.67,1
6.5,6.01,7.05,4,0.57,0
6.51,5.99,6.65,4,0.6,0
6.45,6.35,7.49,4,0.53,0
6.38,5.86,7.96,4,0.5,0
6.41,5.89,6.76,4,0.59,0
6.46,5.9,6.48,4,0.62,0
6.38,6.33,7.53,4,0.53,0
6.3,5.68,7.68,4,0.52,0
6.31,5.73,7.4,4,0.54,0
6.3,5.75,7.24,4,0.55,0
6.31,5.75,7.07,4,0.57,0
6.34,5.7,8.75,4,0.46,0
6.29,5.66,7.02,4,0.57,0
6.28,5.7,7.16,4,0.56,0
6.28,5.71,7.1,4,0.56,0
6.25,5.68,7.35,4,0.54,0
6.26,5.7,7.08,4,0.57,0
6.26,5.69,6.85,4,0.58,0
6.28,5.7,7.78,4,0.51,0
6,5.07,9.3,5,0.54,0
6.14,5.51,8.36,5,0.6,0
5.96,5.14,8.93,6,0.67,0
5.91,4.98,8.67,6,0.69,0
5.86,4.82,8.05,6,0.75,0
5.81,4.78,9.03,6,0.66,0
5.76,4.76,9.19,6,0.65,0
6.1,5.37,7.25,6,0.83,0
5.79,4.84,8.45,6,0.71,0
5.74,4.79,8.96,6,0.67,0
5.45,3.62,10.99,6,0.55,0
5.42,3.52,11.59,6,0.52,0
5.42,3.49,11.45,6,0.52,0
5.21,3.47,11.32,6,0.53,0
5.16,3.46,11.22,6,0.53,0
5.11,3.45,11.14,6,0.54,0
5.07,3.47,11.07,6,0.54,0
5.04,3.53,10.94,6,0.55,0
5.05,3.59,10.34,6,0.58,0
5.02,3.58,10.34,6,0.58,0
5.02,3.62,9.76,6,0.61,0
3.47,4.96,10.49,6,0.57,0
3.27,6.62,10.65,6,0.56,0
3.67,4.92,10.43,6,0.58,0
4.86,3.44,10.36,6,0.58,0
4.84,3.48,10.46,6,0.57,0
4.84,3.48,10.46,6,0.57,0
4.79,3.41,10.19,6,0.59,0
4.8,3.65,10.15,6,0.59,0
4.76,3.45,10,6,0.6,0
3.41,4.74,10,6,0.6,0
4.74,3.63,10.04,5,0.5,0
4.74,3.67,9.17,5,0.55,0
4.9,3.74,5.15,2,0.39,0
4.79,3.72,10.03,4,0.4,0
4.74,3.53,9.72,4,0.41,0
4.71,3.53,9.92,4,0.4,0
4.67,3.43,9.81,4,0.41,0
4.67,3.47,9.46,4,0.42,0
4.67,3.53,9.35,4,0.43,0
4.64,3.52,9.53,4,0.42,0
4.62,3.44,9.46,4,0.42,0
4.59,3.41,9.47,4,0.42,0
4.57,3.37,9.49,4,0.42,0
4.56,3.38,9.43,4,0.42,0
4.54,3.38,9.37,4,0.43,0
4.53,3.37,9.32,4,0.43,0
4.53,3.57,9.25,4,0.43,0
4.53,3.67,9.1,4,0.44,0
4.56,3.5,9.23,4,0.43,0
4.56,3.77,8.92,4,0.45,0
4.52,3.45,8.8,4,0.45,0
4.48,3.38,9.11,4,0.44,0
4.47,3.37,9.05,4,0.44,0
4.58,3.28,8.86,4,0.45,0
5.24,5.22,5.08,3,0.59,0
5.37,5.41,4.11,2,0.49,0
5.48,5.55,3.4,2,0.59,0
5.18,5.53,5.71,5,0.88,0
5.31,5.67,2.05,1,0.49,0
5.54,5.7,1.02,1,0.98,0
5.78,5.52,2.63,2,0.76,0
5.89,5.4,1.43,1,0.7,0
5.98,5.3,1.2,1,0.83,0
6.01,5.34,1.2,1,0.83,0
6.15,5.23,1.08,1,0.93,0
6.23,5.37,1.09,1,0.92,0
5.78,5.42,6.37,15,2.35,0
5.77,5.4,5.74,5,0.87,0
5.85,5.44,4.73,4,0.85,0
5.85,5.47,2.95,7,2.37,0
6.07,5.41,3.06,1,0.33,0
6.2,5.46,6.98,1,0.14,0
5.8,5.44,9.96,5,0.5,0
5.66,4.76,6.12,5,0.82,0
5.42,4.91,10.23,6,0.59,0
5.92,5.67,5.54,1,0.18,0
6.07,5.46,1.78,1,0.56,0
6.18,5.33,1.62,1,0.62,0
5.86,5.28,8.21,10,1.22,0
5.7,5.29,9,5,0.56,0
5.65,5.24,6.75,5,0.74,0
5.64,5.24,6.36,5,0.79,0
5.65,5.25,6.36,4,0.63,0
5.59,5.14,6.39,4,0.63,0
5.67,5.27,8.88,4,0.45,0
5.82,5.39,3.99,2,0.5,0
6.02,5.37,4.64,0,0,0
5.79,5.43,4.89,12,2.46,0
6.01,5.42,4.89,2,0.41,0
5.96,5.48,3.95,10,2.53,0
5.75,5.37,5.83,9,1.54,0
5.67,5.22,6.14,5,0.81,0
5.66,5.27,6.25,3,0.48,0
5.68,5.26,5.34,3,0.56,0
5.71,5.34,4.38,3,0.69,0
5.44,4.75,6.84,5,0.73,0
5.78,5.49,4.28,3,0.7,1
5.66,5.19,5.86,3,0.51,0
5.54,4.92,6.28,5,0.8,0
5.81,5.21,6.09,5,0.82,0
5.7,5.07,4.47,6,1.34,0
5.18,3.83,8.89,7,0.79,0
5.13,3.91,8.3,4,0.48,0
4.99,3.67,9.86,4,0.41,0
4.89,3.41,9.21,5,0.54,0
4.87,3.41,9.36,4,0.43,0
4.85,3.77,8.71,5,0.57,0
4.82,3.72,8.39,4,0.48,0
4.77,3.48,8.89,4,0.45,0
4.7,3.55,8.88,5,0.56,0
4.66,3.35,7.87,4,0.51,0
4.68,3.36,8.82,4,0.45,0
4.63,3.33,8.63,4,0.46,0
4.58,3.22,8.13,5,0.62,0
4.57,3.38,8.34,5,0.6,0
4.55,3.33,8.32,5,0.6,0
4.52,3.32,8.31,4,0.48,0
4.54,3.5,7.96,5,0.63,0
4.5,3.39,8.11,5,0.62,0
4.51,3.49,7.83,4,0.51,0
4.5,3.51,7.82,4,0.51,0
4.5,3.48,7.61,5,0.66,0
4.42,3.3,8.03,5,0.62,0
4.43,3.3,7.45,5,0.67,0
4.4,3.3,7.98,5,0.63,0
4.38,3.29,7.9,5,0.63,0
4.37,3.29,7.85,5,0.64,0
4.37,3.29,7.78,5,0.64,0
4.34,3.29,7.74,5,0.65,0
5.03,4.73,7.94,5,0.63,0
4.55,3.33,8.7,5,0.57,0
4.5,3.39,7.54,5,0.66,0
4.66,4.05,8.04,5,0.62,0
4.38,3.29,8.15,5,0.61,0
4.35,3.28,7.94,5,0.63,0
4.33,3.31,7.83,5,0.64,0
5.05,5.05,4.77,5,1.05,0
4.4,3.28,7.94,5,0.63,0
4.38,3.39,7.55,5,0.66,0
4.38,3.51,7.72,5,0.65,0
4.31,3.26,7.62,5,0.66,0
4.31,3.26,7.7,5,0.65,0
4.73,4.78,6.91,5,0.72,0
4.28,3.21,7.49,5,0.67,0
5.25,3.2,7.7,5,0.65,0
4.23,3.2,7.61,5,0.66,0
4.23,3.21,7.16,5,0.7,0
4.21,3.21,7.38,5,0.68,0
4.19,3.2,7.53,5,0.66,0
4.18,3.2,7.35,5,0.68,0
4.25,3.47,6.46,5,0.77,0
4.19,3.19,7.45,5,0.67,0
4.19,3.19,7.12,4,0.56,0
4.2,3.26,7.24,5,0.69,0
4.17,3.18,7.34,5,0.68,0
4.17,3.27,6.55,5,0.76,0
3.18,4.18,7.35,5,0.68,0
4.16,3.19,6.96,5,0.72,0
4.14,3.18,7.2,5,0.69,0
4.13,3.19,7.11,5,0.7,0
4.12,3.18,7.09,4,0.56,0
4.15,3.17,6.88,4,0.58,0
4.1,3.18,6.91,3,0.43,0
4.11,3.14,7.07,5,0.71,0
4.09,3.18,7.02,4,0.57,0
4.2,3.19,6.55,5,0.76,0
4.18,3.18,7.02,5,0.71,0
4.09,3.19,6.9,5,0.72,0
4.07,3.18,6.87,4,0.58,0
4.07,3.18,6.85,4,0.58,0
4.05,3.18,6.83,4,0.59,0
3.19,4.05,6.77,4,0.59,0
4.04,3.19,6.71,4,0.6,0
4.03,3.18,6.64,4,0.6,0
4.03,3.18,6.7,4,0.6,0
4.03,3.29,6.71,4,0.6,0
4.02,3.18,6.69,4,0.6,0
3.19,4.01,6.65,4,0.6,0
4.01,3.19,6.58,4,0.61,0
4.4,4.46,6.06,4,0.66,0
4.08,3.21,4.47,3,0.67,0
4.05,3.23,6.73,4,0.59,0
4.04,3.2,6.75,4,0.59,0
4.01,3.19,6.68,4,0.6,0
4.42,3.71,2.34,2,0.85,0
4.66,3.73,2.49,1,0.4,1
4.98,3.7,0.01,0,0,0
4.34,3.28,5.95,14,2.35,0
4.21,3.25,8.22,4,0.49,0
4.14,3.23,7.78,4,0.51,0
4.1,3.22,7.44,4,0.54,2
4.32,3.26,6.74,4,0.59,0
4.44,3.31,4.46,4,0.9,0
4.22,3.24,8.27,4,0.48,0
4.16,3.23,7.64,4,0.52,0
4.41,3.77,6.03,4,0.66,0
4.72,4.7,2.61,2,0.77,1
4.16,3.21,7.95,4,0.5,0
4.42,3.1,4.98,3,0.6,0
4.3,3.77,6,4,0.67,0
4.14,3.2,6.92,4,0.58,0
4.39,4.37,6.69,4,0.6,0
4.07,3.21,6.89,4,0.58,0
4.06,3.2,6.41,4,0.62,0
4.51,3.42,2.17,2,0.92,0
4.11,3.18,6.11,9,1.47,0
4.05,3.16,7.77,4,0.51,0
4.02,3.15,7.12,4,0.56,0
4,3.16,6.81,4,0.59,0
3.98,3.16,6.8,4,0.59,0
4,3.17,6.72,4,0.6,0
3.97,3.15,6.91,5,0.72,0
3.94,3.14,6.6,4,0.61,0
3.94,3.15,5.84,3,0.51,0
4,3.2,6.61,4,0.61,0
3.91,3.15,6.68,4,0.6,0
3.91,3.15,5.82,4,0.69,0
3.91,3.14,6.67,5,0.75,0
3.88,3.13,6.56,5,0.76,0
3.88,3.14,6.51,5,0.77,0
3.9,3.44,6.38,5,0.78,0
3.88,3.15,5.59,3,0.54,0
4.03,3.18,4.94,3,0.61,0
3.85,3.13,6.49,5,0.77,3
4.07,3.2,7.29,5,0.69,0
3.17,3.97,7.4,5,0.68,0
3.94,3.18,6.86,4,0.58,0
3.87,3.14,5.03,4,0.8,0
3.91,3.17,6.2,4,0.65,0
3.89,3.19,6.52,4,0.61,0
3.89,3.37,6.37,4,0.63,0
3.85,3.16,6.32,3,0.47,0
3.86,3.29,6.28,4,0.64,0
4.42,3.66,3,1,0.33,0
4.2,3.74,3.6,4,1.11,0
4.16,3.75,4.68,4,0.85,0
4.18,3.75,4.71,4,0.85,0
4.13,3.7,4.75,4,0.84,0
4.13,3.7,4.96,4,0.81,0
4.12,3.69,4.97,4,0.81,0
4.12,3.7,4.84,4,0.83,0
4.1,3.65,5.02,4,0.8,0
4.08,3.64,5.36,4,0.75,0
4.08,3.64,5.26,4,0.76,0
4.09,3.67,5.27,4,0.76,0
4.09,3.67,5.34,4,0.75,0
4.09,3.67,5.27,4,0.76,0
4.12,3.7,5.23,4,0.76,0
4.14,3.72,5.2,5,0.96,0
4.33,3.42,4.28,5,1.17,0
4.47,2.99,3.16,5,1.58,0
4.23,3.75,5.15,6,1.16,0
4.32,3.64,5.5,6,1.09,0
4.16,3.71,6.37,7,1.1,0
4.13,3.7,6.16,7,1.14,0
4.18,3.68,5.4,7,1.3,0
4.11,3.66,5.96,7,1.17,0
4.15,3.69,5.36,6,1.12,0
4.34,3.62,4.54,5,1.1,0
4.27,3.9,5.29,5,0.95,0
4.2,3.82,5.29,5,0.95,0
4.12,3.59,5.47,5,0.91,0
4.46,4.52,5.43,5,0.92,0
4.44,4.48,4.33,5,1.15,0
4.17,3.53,6,5,0.83,0
4.28,3.58,5.17,5,0.97,0
4.07,3.47,5.74,5,0.87,0
10.34,5.25,5.98,6,1,0
4.08,3.6,5.43,4,0.74,0
4.13,3.8,5.18,4,0.77,0
4.11,3.78,5.22,4,0.77,0
4.11,3.74,5.99,4,0.67,0
4.1,3.48,6.71,5,0.74,0
4.04,3.53,6.71,5,0.74,0
3.56,4.01,6.45,4,0.62,0
4.03,3.64,6.83,5,0.73,0
4.1,3.58,4.93,4,0.81,0
4.18,3.92,2.48,2,0.81,0
4.51,4,4.06,4,0.98,0
4.25,4.39,2.83,2,0.71,0
4.33,3.74,7.62,5,0.66,0
4.33,3.89,5.22,3,0.57,0
4.3,4,5.17,5,0.97,0
3.95,3.91,5.21,4,0.77,0
4.33,3.84,4.05,2,0.49,0
4.5,4.26,4.01,1,0.25,0
4.02,4.39,5.52,4,0.73,0
4.41,3.96,5.01,3,0.6,0
4.36,4.01,5.81,4,0.69,0
4.38,3.9,3.92,2,0.51,0
4.48,3.29,4.87,2,0.41,0
4.71,4.51,5.28,2,0.38,0
4.42,4.26,5.91,5,0.85,0
4.59,3.7,3.89,4,1.03,0
4.25,3.73,5.65,5,0.89,0
4.2,3.7,6.41,5,0.78,0
4.23,3.78,5.28,5,0.95,0
4.21,3.78,6.22,5,0.8,0
4.18,3.75,6.99,5,0.72,0
4.17,3.77,6,5,0.83,0
4.17,3.76,5.98,5,0.84,0
4.15,3.71,6.03,5,0.83,0
4.42,3.69,4.66,5,1.07,0
4.46,2.79,4.32,3,0.69,0
4.59,2.6,5.64,3,0.53,0
4.68,2.55,3.43,3,0.87,0
4.76,2.44,3.33,3,0.9,0
4.24,3.45,7.5,8,1.07,0
4.12,3.41,8.8,5,0.57,0
4.06,3.45,8,6,0.75,0
4.03,3.32,7.18,5,0.7,0
4.02,3.31,6.86,4,0.58,0
4.01,3.31,7.79,6,0.77,0
3.99,3.31,6.6,4,0.61,0
3.99,3.35,6.3,5,0.79,0
3.94,3.32,7.57,7,0.93,0
3.96,3.37,7.11,5,0.7,0
3.91,3.33,8.9,7,0.79,0
3.87,3.28,7.36,5,0.68,0
3.99,3.22,6.72,5,0.74,0
3.98,3.25,6.66,5,0.75,0
3.9,3.11,6.59,5,0.76,0
3.92,3.13,6.35,5,0.79,0
3.94,3.34,5.19,4,0.77,0
3.89,3.12,6.4,4,0.63,0
4.3,4.2,6.34,4,0.63,0
3.96,3.11,5.64,3,0.53,0
3.93,3.17,5.96,5,0.84,0
4.03,3.52,5.73,5,0.87,0
4.09,3.56,3.21,2,0.62,0
4.07,3.4,3.87,3,0.78,0
4.11,3.68,4.02,2,0.5,0
4.03,3.04,3.49,3,0.86,0
4,3.07,4,4,1,0
4.46,4.13,1.26,0,0,0
4.57,4.5,3.43,3,0.87,0
4.7,4.7,3.44,2,0.58,0
4.73,4.2,2.37,1,0.42,0
4.69,3.98,2.73,1,0.37,0
4.66,3.3,2.46,1,0.41,0
4.66,3.08,2.33,1,0.43,0
4.74,4.7,1.86,1,0.54,0
4.61,4.6,3.59,2,0.56,0
4.58,4.2,3.34,1,0.3,0
4.53,4.4,3.51,1,0.28,0
4.63,4.5,3.13,1,0.32,0
4.6,4.5,2.81,1,0.36,0
4.64,4.5,2.77,1,0.36,0
4.7,4.5,2.64,1,0.38,0
4.69,4.5,2.45,1,0.41,0
4.73,4.6,2.18,1,0.46,0
4.73,4.6,3.18,1,0.31,0
4.74,4.6,2.59,1,0.39,0
4.74,3.68,2.59,1,0.39,0
4.71,3.84,2.6,1,0.39,0
4.74,3.8,2.58,1,0.39,0
4.74,3.75,2.44,1,0.41,0
4.79,3.85,2.11,1,0.47,0
4.76,4.5,1.77,1,0.57,0
4.7,4.16,3.65,2,0.55,0
4.69,3.95,2.89,1,0.35,0
4.8,4.18,2.23,1,0.45,0
4.85,4.24,1.89,1,0.53,0
4.91,3.72,1.08,0,0.46,0
4.94,3.67,1.47,0,0.34,0
4.87,4.49,2.69,1,0.37,0
4.79,4.26,3.47,2,0.58,0
4.8,4.07,3.42,2,0.58,0
4.82,4.38,3.14,2,0.64,0
4.79,4.18,2.94,1,0.34,0
4.72,4.18,3.09,2,0.65,0
4.86,4.45,3,1,0.33,0
4.85,4.21,2.19,1,0.46,0
4.75,4.36,1.88,0,0.27,0
4.85,4.36,1.41,0,0.35,0
4.99,4.3,1.08,0,0.46,0
4.92,4.16,1.71,1,0.58,0
3.89,4.8,2.88,1,0.35,0
4.8,4.79,4.2,3,0.71,0
4.52,4,5.11,3,0.59,0
4.45,3.72,5.64,4,0.71,0
4.43,3.88,5.49,3,0.55,0
4.36,3.74,5.49,3,0.55,0
4.31,3.66,5.71,3,0.53,0
4.26,3.57,5.6,4,0.71,0
4.65,4.34,2.55,2,0.78,0
4.31,3.66,5.5,4,0.73,0
4.24,3.58,6.2,4,0.64,0
4.44,4.44,5.56,3,0.54,0
4.44,3.91,3.6,2,0.56,0
4.61,4.53,2.25,2,0.89,0
4.67,3.9,1.26,2,1.58,0
4.78,3.77,1.09,2,1.84,0
4.85,3.84,4.38,3,0.68,0
4.9,3.87,2.9,2,0.69,0
4.95,3.84,1.47,2,1.36,0
4.97,3.89,1.29,1,0.77,0
4.98,4.2,0.45,0,0,0
4.8,4.1,0.59,0,0,0
4.6,4.1,0.1,0,0,0
5.14,3.64,0.14,0,0,0
5.16,3.62,0.02,0,0,0
5.2,3.67,0.08,0,0,0
5.23,3.84,0,0,0,0
5.26,3.85,0,0,0,0
4.85,4.31,2.45,0,0,0
4.9,4.35,3.02,3,0.99,0
4.75,4.16,3.3,3,0.91,0
4.63,4.11,3.28,3,0.91,0
4.83,4.23,2.91,3,1.03,0
4.91,3.93,2.22,2,0.9,0
5.01,4.07,1.13,1,0.89,0
4.98,3.91,1.3,2,1.54,1
5.05,4.04,1.53,2,1.3,0
5.09,3.69,1.52,1,0.66,0
5.14,3.75,1.45,1,0.69,0
5.09,3.94,1.47,3,2.05,0
5.14,3.88,1.67,1,0.6,0
5.17,3.55,1.63,2,1.22,0
5.21,3.57,1.33,1,0.75,0
4.73,4.08,4.11,4,0.97,0
4.57,3.98,6.22,7,1.13,0
4.58,4.39,6.08,8,1.32,0
4.77,3.83,2.98,1,0.34,0
4.94,3.95,1.03,1,0.97,0
4.95,3.99,1.64,2,1.22,0
5,3.63,1.31,1,0.76,0
5.08,3.98,1.03,1,0.97,0
4.73,4.2,4.13,5,1.21,0
4.7,4.29,4.05,3,0.74,0
4.68,4.24,4.56,3,0.66,0
4.7,3.71,4.7,4,0.85,0
4.61,4.08,4.17,4,0.96,0
4.62,4.18,3.45,4,1.16,0
4.58,4.07,3.98,3,0.75,0
4.57,4.05,3.66,3,0.82,0
4.54,4.01,4.04,4,0.99,0
4.61,4.04,3.77,3,0.8,0
4.64,4.08,3.74,3,0.8,0
4.69,4.06,3.2,3,0.94,0
4.66,4.09,2.91,2,0.69,0
4.59,4.07,2.82,2,0.71,0
4.65,4.05,2.91,3,1.03,0
4.74,3.9,2.67,2,0.75,0
4.85,3.82,1.8,2,1.11,0
4.92,3.72,1.37,1,0.73,0
4.98,3.73,1.53,1,0.65,0
5.03,3.66,1.06,1,0.94,0
4.53,4.02,6.57,7,1.07,0
4.43,3.91,6.24,7,1.12,0
4.36,3.86,6.04,7,1.16,0
4.29,3.82,5.94,6,1.01,0
4.3,3.91,5.19,4,0.77,0
4.54,3.93,3.53,3,0.85,0
4.68,3.81,2.83,2,0.71,0
4.79,4.28,2.22,2,0.9,0
4.88,4.17,1.99,2,1,0
4.88,4.19,2.63,2,0.76,1
5.01,4.38,2.32,3,1.29,0
5.02,3.23,1.18,3,2.55,0
5.05,3.18,0.84,1,1.2,0
5.09,3.13,1.01,1,0.99,0
4.55,3.84,4.7,4,0.85,0
4.35,3.56,5.91,3,0.51,0
4.24,3.41,5.63,6,1.07,0
4.23,3.61,4.38,4,0.91,0
4.2,3.71,4.63,4,0.86,0
4.37,4.36,3.67,3,0.82,0
4.48,3.5,3.49,3,0.86,0
4.6,3.16,0.76,1,1.32,0
4.23,3.72,4.63,4,0.86,0
4.17,3.58,3.43,3,0.87,0
4.48,4.46,1.8,1,0.56,0
4.52,3.66,1.65,1,0.61,0
4.61,3.56,1.88,1,0.53,0
4.36,3.97,2.7,2,0.74,0
4.14,3.4,4.4,3,0.68,0
4.05,3.33,4.39,2,0.46,0
4,3.31,4,3,0.75,0
3.95,3.26,4.2,3,0.71,0
3.91,3.21,4,2,0.5,0
3.87,3.24,4,2,0.5,0
3.85,3.27,4.35,2,0.46,0
3.84,3.24,4,2,0.5,0
3.82,3.22,3.6,2,0.56,0
3.81,3.22,3.7,2,0.54,0
3.82,3.22,4.9,2,0.41,0
4.02,3.32,4.4,2,0.45,0
4.8,4.62,4,2,0.5,0
4.29,3.12,3,2,0.67,0
5.1,4.6,2,1,0.5,0
4.9,2.9,3,1,0.33,0
4.02,3.26,4.05,6,1.48,0
3.69,3.2,4.92,2,0.41,0
3.82,3.11,4,2,0.5,0
3.74,2.96,4.76,2,0.42,0
3.77,3.18,4,2,0.5,0
3.72,3.11,4,2,0.5,0
3.7,3.09,4,2,0.5,0
3.67,3.07,4,2,0.5,0
3.64,3.03,5.6,2,0.36,0
3.63,3.05,6.45,2,0.31,0
3.59,3.04,5.54,2,0.36,0
3.58,2.99,5.46,2,0.37,0
3.87,3.01,4,2,0.5,0
4.05,3.05,2.67,2,0.75,0
4.15,2.98,1.51,2,1.32,0
4.19,2.96,1.32,2,1.51,0
4.28,3.1,1,1,1,0
4.34,2.92,0.86,1,1.16,0
4.3,3.08,0.59,1,1.69,0
3.9,3.28,4.68,4,0.85,6
4.01,3.28,7.05,5,0.71,0
4.21,4.15,5.34,4,0.75,0
4.26,4.26,3.63,3,0.83,0
3.92,3.33,4.01,4,1,0
3.88,3.36,4.17,3,0.72,0
3.87,3.28,3.43,3,0.88,0
3.79,3.22,4.23,4,0.95,0
3.81,3.32,3.43,3,0.87,0
4.05,3.1,3.48,3,0.86,0
4.2,3.02,1.84,1,0.54,0
4.3,2.99,1.68,1,0.6,0
3.82,3.19,6.52,6,0.92,0
3.8,3.31,5.03,5,0.99,0
4.03,3.18,2.58,2,0.77,0
4.17,3.03,3.68,1,0.27,0
3.96,3.58,4.05,7,1.73,0
3.68,2.86,3,2,0.67,0
3.58,2.7,4,2,0.5,0
3.55,2.78,3,2,0.67,0
3.5,2.71,3,2,0.67,0
3.46,2.65,3,2,0.67,0
3.8,2.81,5,2,0.4,0
3.91,2.69,5,2,0.4,0
4.07,2.59,4,2,0.5,0
